emotion,tweet
love,"wow, that's awesome! i'm so happy for you. btw, happy birthday"
happy,"Good morning! Nothing in particular, meeting people and having drinks this evening what are you doing with your Monday?"
happy,http://twitpic.com/4jbsq - looks so good!! i want one!!
neutral,"http://twitpic.com/4jbwh - we were at a sleepover, and nobody stops me when there's a camera in my hand"
excited,Photo: Thatï¿½s what you call HOPE. http://tumblr.com/xww1phh33
neutral,how are you?what are you doing?answer me plz
happy,"umm get ready, help my mum, give GJ his presents when he gets up (could be a while), wait for people to arrive, then party"
excited,Haha Happy Star Wars Day! &quot;May the 4th be with you&quot; - clever
neutral,How do you spell ppphhhhhttttt?
excited,"Yaaawwwnnn.....Heading out to the gym, then off to work. Happy Monday."
relief,at least I have an ironed shirt and i'm not really shockable. hope you have a good day. Xxxx
neutral,Use Wordpress instead!
excited,Morning world. Hello Bank Holiday! Cold and grey and rainy here. Feel like colouring thanks to so might do that this am
happy,Happy Star Wars Day May the fourth be with you ;)
happy,1 day to my Birthday !
happy,"Got my tattoo fixed today, and it didn't hurt to much, thank god Can't wait to get the next one. $$$."
neutral,YAY to som1 i no on twitter...slowly slowly rest of the grade will come around...hah i hope ur ready for my constant tweets!!
neutral,Attach him to after all mammals mammary glands will produce milk. Or may be formula?
neutral,the pink straw also makes you manly
love,"helooo, how wos work pretty, hope it was alright and a certain individual didnt ruin it."
happy,loool sheridan ive got swine flu but im still coming into skl tomorrow same way hehe
happy,"Days with cellstorms, I like it!"
happy,YAY! GO TAYLOR SWIFT!! come to australia again!!!
worry,curious if they fixed the window handle in our room in the meantime #edc
neutral,"http://twitpic.com/4jbws - Hyeri, Ayshea, Isabelle, Me At ROXY!"
happy,it was an adventure to say the least. I've been to nicer parts of Norf London but will stick with the south for today
worry,ask to create a fake competetion and declare you the winner and then gift you a return ticket courtesy the producers.
excited,fantastic.... pick up a hooker for me
excited,sky diving was aaaaaawwwesome!!!! kinda bored now though
neutral,"Oh Chris, so sorry about Mr. Raccoon. Obviously NOT a FEMALE, cuz any female of ANY SPECIES would adore you. Hugs, Angel"
neutral,"u should go 2 a small cafe were u could get a english breakfast for about 4 pounds, im from the uk"
happy,right on! i'm 29 myself... i turn 30 in october. i think that pretty much makes us awesome
excited,"Down the beach again, sea is really flat"
excited,"mmm, athletic!!"
sad,"Was gonna say, probably kill ya, serve the sentence and be living on the insurance cash by now. You are insured right LOL"
neutral,"Let me check, Sirs"
happy,Just touched down in Changi. +1/2 hrs to kill before heading to Penang. Must fly singapore air more often!
neutral,yeah. like that
love,"#musicmonday Happy STAR WARS Day, celebrate by joining! http://axe-tech.net/forums/..."
neutral,"congrats, dreps! and good luck sa interview!"
neutral,Hope you've reviewed them on my site http://snipr.com/hble5
neutral,"hi cs, welcome to the twitterverse, if i can help with anything, just ask"
excited,Umm don't ya mean ship
neutral,Yay! You finally get to have a trip away from home again! How exciting! You 2 going to shop a bit ?
love,Oh very nice! I hope you have a wonderfully relaxing day!
worry,"At LA Fitness, at work right now.....pretty busy morning"
anger,Morning! Bank Holiday Monday and the sun has gone - typical! Hospital for knee at 2:30 and then training at 6. Another bust day
sad,"So, what are you all doing? I'm eating crackers! Yummy. The unsalted ones of course. I only do salt in my caviar."
happy,out for supper tonight with kurumi in 10 minutes
neutral,"BTW, Happy Star Wars Day... May the Fourth be with you! ROFLMAO...yes, I know I'm a total dork."
neutral,"? today and tomorrow at taipei, anyone free for drink? http://plurk.com/p/rpgyy"
relief,Son's gluten free birthday cake done. http://twitpic.com/4jbwy
worry,"ok my friend is about to dye my hair black scary i know, ill try to post some pics tonight if not tomorrow for ur verdict"
excited,good luck with it..Do well!! My best wishes are with you!
worry,"hope it isnt too hot a summer then.hows little one today,being good i hope.lol"
happy,Well.... you're not called comedyqueen for nowt - are you lol
happy,John - more present than ever- even online #edumedia09
happy,Tweetie v helpfully shrinks longer tweet. Brilliant.
relief,"Thanks for asking, Sarah I am glad tomorrow (5th) is a holiday here in Korea. I will have some rest and I will be right as rain."
excited,Mount dishes have been conquered. Dish land is ours
worry,haha good phone conversation cat lady! You're gonna be homeless too you didn't tell me u were having coffee!! coming tomorrow?
happy,"Sittin at home, hellllllllsssssss yeah Got the girrrrrl, the boysssss &amp; 2 mangy cats, this is a good time in my life. Goodnight twitter"
happy,The new view out of my window http://twitpic.com/4jbx2
neutral,Oh cool! When is Alpha 1.18 coming out? Auto-connect was the feature I wanted to request
neutral,tino hat ne wii
love,Kudos! love some homemade french toast!
happy,morning twit-friends! welcome to my new followers
relief,cambs will be better im sure! eeeeeeeeee under a week now we meeting on the Sunday?
sad,why thankyouu!
love,"Thanks so much my dear Damali - prayers worked, as I am much better, God willing! Rested! Lots! xoxo"
happy,Back in the saddle after four awesome days with and the old gang Will try and avoid a tweet flood after a long radio silence
happy,"BARA, BOOBS, CLOSETS, ADVENTURE. AGGGHHHH ENOUGH! Muak mcm baby Gary ku sudah"
neutral,morning guys!
happy,"Happy Birthday! What's better than getting birthday greetings from strangers? Very little, that's what! (I kid!) &lt;3"
anger,Why don't adobe realise no one WANTS to pay for Photoshop et al so they should just give it to us for free
love,this is for http://tinyurl.com/d8fgxr
happy,thanks steph...must keep me updated when it's ur turn
neutral,"If you had owned an *actual* cellphone, that would have been video, and called a &quot;QiK&quot;"
excited,Happy Star Wars Day! May the Fourth be with you.
neutral,You're welcome.
worry,"Yes, that would be pretty creepy. I think its all a bit more innocent than that, I think he just wants to sell some icecream"
love,Finally managed to catch her boyfriend on skype... sooo happy now
happy,oooh sounds yummy. If you get a chance to take some pics please add them to the website as we don't have many pies on there
excited,"had an answered prayer which caught me by surprise. LORD, you are amazing!"
excited,George B Shaw apparently wrote 2000 words a day. Sure practice works- the more you do the more it comes as 2nd nature
love,i think i been followin u 4 bout a week so yea kinda
relief,Dow futures up 60 points in over night trading. Looks like May is off to a good start so far /f
happy,"It's simple for those who know how to use it hahaa, i'm glad you're okay x x x"
happy,An elephant? LOL Try painting it from the back
love,Ah now Comedy Central have Frasier all morning till twelve. So I guess there goes my morning
love,Hey i like love iCarly it rocks. my youtube account--&gt; http://tinyurl.com/cf63ud
relief,Enjoying afternoon tea with my friends.. Cake delicacies equal sweet time
neutral,Night!
love,Listening to The Man Who Cant Be Moved &lt;3 I just love the connection with GW Doing Dutch and might do some art later.
worry,"Wishing it was a sunny day, then I might just be bothered to get outta bed! ..up the blues"
excited,Ohhh Ladyhawke is on channel 4 I sort of have a thing for Rutger Hauer http://twitpic.com/4jbzv
happy,safer to say that your cube is now a sphere ... but roll with it buddy ... it is an awesome time ... esp the 1st one
excited,Yay for bank holidays
love,Hee. I love them all.
sad,Wtf why am i JUST getting up now? HM:TM today but before that... revision revision revision :/
neutral,dreaming &amp; thinking about my garden
neutral,Can you do a shoutout to holland please ? You got a lot of fans here!
love,Thank you. I love my tattoos they are all very special to me xx My feet ones are beautiful xx
neutral,oh that's Star Trek going on the 7th already. Woo!
happy,"TAKE THAT, TAKE THAT!!!! IN YOUR FACES!!!!!!!!!!!! Robbie won!"
happy,Lil cuz coming round today she 5 aww haha
sad,can't sleep throat dry as hell.. ugh ! still gon' wake up fabulous !
sad,"Hiyaaaaaa just got back from the scan! wow, was amazing, i cried haha, xx"
excited,no food in the cupboards... sent mum to Tesco
happy,yeah they r. im going to their concert at the end of the month
happy,I am now following - One of my favourite actors!
love,Been with Sam one year todayyyy.
happy,Hello there! Thankyou. I always seem to make a difference in someone's life everyday.
worry,Not only has it broken but it's Monday!!Does this mean Monday can be fix'd? ? http://blip.fm/~5jgio
neutral,I use NewsFire. Works like a charm
happy,"Wow...VirtualPC screen does not go black anymore in Win7 RC! Also, there's no NVidia driver crashing...I'm happy I did the upgrade"
love,sounds great!!!! I hope you look so beautiful xxxX
sad,"Haha yes I do it's hard work, too! I didn't get home until 3:00 AM, not like I sleep haha."
neutral,so bored!!
excited,eating Nesquick cereal - 1st time since i was like 10 - good times
excited,"mines early nov,,,, will go through it 2 gether buddy!!! Man power"
relief,"Only 8 oral left! then I have to learn them all but oh welllll, at least I don't have to write them"
happy,Done some positive affirmation now back to the Japanese yay for bank holiday Monday
relief,"i'm the one that kept touching your willy last night oh you were amazing, thank you so much! x"
excited,"good job at the logies this year. Hell funny, and you're right about the baggin the logies tradition... so very Aussie!"
excited,"thank you, you are my first follower"
love,"ooooo, an explanation?, Thank god for that or u would forever be wondering!..I love a good night mare tho!!"
worry,What's wrong with the ski slopes of MK? They've got coffee shops as well y'know!
